/opt/miniconda3/envs/alon_env/lib/python3.9/site-packages/transformers/utils/generic.py:260: UserWarning: torch.utils._pytree._register_pytree_node is deprecated. Please use torch.utils._pytree.register_pytree_node instead.
  torch.utils._pytree._register_pytree_node(
##### CONTINUE TRAINING #####


## TEST RESULTS: ##
Test Loss: 0.22017294755622524		 Test MAE: 0.022717510163784028
             Algebraic sqr dist: 8694.278079710144	  Val Algebraic sqr dist: 8960.80859375
             RE1 dist: 4347.139039855072		 Val RE1 dist: 4480.404296875
             SED dist: 5.080031685207201		 Val SED dist: 5.527302424112956


Epoch 56/1500: Training Loss: 0.5561224343120188		 Val Loss: 0.6377225319544474
             Training MAE: 0.1342545449733734		 Val MAE: 0.1299198716878891
             Algebraic dist: 58.646448992300726		 Val Algebraic dist: 66.9908447265625
             Algebraic sqr dist: 8317.736413043478	  Val Algebraic sqr dist: 11484.64453125
             RE1 dist: 4158.868206521739		 Val RE1 dist: 5742.322265625
             SED dist: 5.023781596750453		 Val SED dist: 5.860071182250977


Epoch 57/1500: Training Loss: 0.551075866256935		 Val Loss: 0.6195381879806519
             Training MAE: 0.1310710310935974		 Val MAE: 0.12921617925167084
             Algebraic dist: 57.77028136322464		 Val Algebraic dist: 63.73253377278646
             Algebraic sqr dist: 8044.761775362319	  Val Algebraic sqr dist: 9868.64453125
             RE1 dist: 4022.3808876811595		 Val RE1 dist: 4934.322265625
             SED dist: 4.991405542346015		 Val SED dist: 5.683095932006836


Epoch 58/1500: Training Loss: 0.549130702364272		 Val Loss: 0.5802081823348999
             Training MAE: 0.1293724924325943		 Val MAE: 0.12438710033893585
             Algebraic dist: 57.66112219769022		 Val Algebraic dist: 62.12396748860677
             Algebraic sqr dist: 8037.817934782609	  Val Algebraic sqr dist: 8823.020833333334
             RE1 dist: 4018.9089673913045		 Val RE1 dist: 4411.510416666667
             SED dist: 4.982743415279665		 Val SED dist: 5.3162180582682295


Epoch 59/1500: Training Loss: 0.5450800467228544		 Val Loss: 0.6016610463460287
             Training MAE: 0.12750349938869476		 Val MAE: 0.12683536112308502
             Algebraic dist: 56.47157353940217		 Val Algebraic dist: 61.46232604980469
             Algebraic sqr dist: 7619.069746376812	  Val Algebraic sqr dist: 9198.125651041666
             RE1 dist: 3809.534873188406		 Val RE1 dist: 4599.0634765625
             SED dist: 4.954658840013587		 Val SED dist: 5.524236679077148


Epoch 60/1500: Training Loss: 0.5534427476965863		 Val Loss: 0.603308916091919
             Training MAE: 0.12438730150461197		 Val MAE: 0.12062553316354752
             Algebraic dist: 56.16639068161232		 Val Algebraic dist: 61.253743489583336
             Algebraic sqr dist: 7652.249094202899	  Val Algebraic sqr dist: 9083.123697916666
             RE1 dist: 3826.1245471014495		 Val RE1 dist: 4541.561848958333
             SED dist: 5.056402234063632		 Val SED dist: 5.57131830851237


Epoch 61/1500: Training Loss: 0.5481306435405344		 Val Loss: 0.5962997674942017
             Training MAE: 0.12495820224285126		 Val MAE: 0.11820077151060104
             Algebraic dist: 56.15737516983695		 Val Algebraic dist: 60.33502197265625
             Algebraic sqr dist: 7552.956974637681	  Val Algebraic sqr dist: 7715.845052083333
             RE1 dist: 3776.4789402173915		 Val RE1 dist: 3857.9225260416665
             SED dist: 5.003561268682065		 Val SED dist: 5.516562779744466


Epoch 62/1500: Training Loss: 0.5516801364179971		 Val Loss: 0.5917612711588541
             Training MAE: 0.1233014166355133		 Val MAE: 0.11926449090242386
             Algebraic dist: 56.43539119112319		 Val Algebraic dist: 59.86781311035156
             Algebraic sqr dist: 7670.07518115942	  Val Algebraic sqr dist: 8640.947265625
             RE1 dist: 3835.03759057971		 Val RE1 dist: 4320.4736328125
             SED dist: 5.0495596623075185		 Val SED dist: 5.4707590738932295


Epoch 63/1500: Training Loss: 0.5485960918924083		 Val Loss: 0.6007836659749349
             Training MAE: 0.11968576908111572		 Val MAE: 0.12243978679180145
             Algebraic dist: 54.945592023324274		 Val Algebraic dist: 61.21429951985677
             Algebraic sqr dist: 7256.810235507246	  Val Algebraic sqr dist: 9322.798828125
             RE1 dist: 3628.405117753623		 Val RE1 dist: 4661.3994140625
             SED dist: 5.03931150574615		 Val SED dist: 5.545037587483724


Epoch 64/1500: Training Loss: 0.5408409229223279		 Val Loss: 0.5876887639363607
             Training MAE: 0.11917627602815628		 Val MAE: 0.11298596858978271
             Algebraic dist: 54.431332795516305		 Val Algebraic dist: 58.74796040852865
             Algebraic sqr dist: 7074.565670289855	  Val Algebraic sqr dist: 7995.483072916667
             RE1 dist: 3537.2828351449275		 Val RE1 dist: 3997.7415364583335
             SED dist: 4.966151140738225		 Val SED dist: 5.461869557698567


Epoch 65/1500: Training Loss: 0.5426335542098336		 Val Loss: 0.5995592276255289
             Training MAE: 0.11710852384567261		 Val MAE: 0.10824482142925262
             Algebraic dist: 54.064254981884055		 Val Algebraic dist: 57.03186543782552
             Algebraic sqr dist: 7091.829257246377	  Val Algebraic sqr dist: 7907.2890625
             RE1 dist: 3545.9146286231885		 Val RE1 dist: 3953.64453125
             SED dist: 4.995782382246377		 Val SED dist: 5.6033172607421875


Epoch 66/1500: Training Loss: 0.5371160645415818		 Val Loss: 0.5805470943450928
             Training MAE: 0.11568746715784073		 Val MAE: 0.11000519245862961
             Algebraic dist: 53.639598901721016		 Val Algebraic dist: 57.99365743001302
             Algebraic sqr dist: 6899.244565217391	  Val Algebraic sqr dist: 7839.784505208333
             RE1 dist: 3449.622509057971		 Val RE1 dist: 3919.8922526041665
             SED dist: 4.948897652004076		 Val SED dist: 5.406343460083008


Epoch 67/1500: Training Loss: 0.5444937996242357		 Val Loss: 0.6502866347630819
             Training MAE: 0.11371003836393356		 Val MAE: 0.11538836359977722
             Algebraic dist: 53.26685985620471		 Val Algebraic dist: 61.72404479980469
             Algebraic sqr dist: 6810.721467391304	  Val Algebraic sqr dist: 9878.780598958334
             RE1 dist: 3405.360733695652		 Val RE1 dist: 4939.390299479167
             SED dist: 5.034110691236413		 Val SED dist: 6.08720334370931


Epoch 68/1500: Training Loss: 0.5408481100331182		 Val Loss: 0.6216443379720052
             Training MAE: 0.11253601312637329		 Val MAE: 0.1075512170791626
             Algebraic dist: 52.734314849411234		 Val Algebraic dist: 59.07941691080729
             Algebraic sqr dist: 6691.749547101449	  Val Algebraic sqr dist: 8850.87890625
             RE1 dist: 3345.8747735507245		 Val RE1 dist: 4425.439778645833
             SED dist: 5.004601520040761		 Val SED dist: 5.832635879516602


Epoch 69/1500: Training Loss: 0.5376030189403589		 Val Loss: 0.5792073011398315
             Training MAE: 0.10972293466329575		 Val MAE: 0.11284269392490387
             Algebraic dist: 52.1275440160779		 Val Algebraic dist: 57.49901326497396
             Algebraic sqr dist: 6503.63134057971	  Val Algebraic sqr dist: 8318.743489583334
             RE1 dist: 3251.815670289855		 Val RE1 dist: 4159.371744791667
             SED dist: 4.986015872678895		 Val SED dist: 5.385245641072591


Epoch 70/1500: Training Loss: 0.5308388419773268		 Val Loss: 0.6407004594802856
             Training MAE: 0.11074458807706833		 Val MAE: 0.11181408911943436
             Algebraic dist: 51.54379316689312		 Val Algebraic dist: 57.970255533854164
             Algebraic sqr dist: 6361.213315217391	  Val Algebraic sqr dist: 8601.274739583334
             RE1 dist: 3180.6066576086955		 Val RE1 dist: 4300.637369791667
             SED dist: 4.9171721969825635		 Val SED dist: 6.017361958821614


Epoch 71/1500: Training Loss: 0.54539252018583		 Val Loss: 0.6042226950327555
             Training MAE: 0.10837550461292267		 Val MAE: 0.10444258153438568
             Algebraic dist: 51.940709210824274		 Val Algebraic dist: 57.83006286621094
             Algebraic sqr dist: 6414.83740942029	  Val Algebraic sqr dist: 8446.5234375
             RE1 dist: 3207.4189311594205		 Val RE1 dist: 4223.26171875
             SED dist: 5.074029894842618		 Val SED dist: 5.677361806233724


Epoch 72/1500: Training Loss: 0.5371728980022928		 Val Loss: 0.5808060169219971
             Training MAE: 0.10762140154838562		 Val MAE: 0.10058888047933578
             Algebraic dist: 51.257649739583336		 Val Algebraic dist: 54.22960917154948
             Algebraic sqr dist: 6298.503623188406	  Val Algebraic sqr dist: 7125.001302083333
             RE1 dist: 3149.251811594203		 Val RE1 dist: 3562.5006510416665
             SED dist: 4.997277743574502		 Val SED dist: 5.464591344197591


Epoch 73/1500: Training Loss: 0.5268987572711447		 Val Loss: 0.5870497226715088
             Training MAE: 0.10512460023164749		 Val MAE: 0.10188627243041992
             Algebraic dist: 50.46369735054348		 Val Algebraic dist: 56.60625712076823
             Algebraic sqr dist: 6151.370018115942	  Val Algebraic sqr dist: 8014.764973958333
             RE1 dist: 3075.6852355072465		 Val RE1 dist: 4007.3824869791665
             SED dist: 4.9064441625622734		 Val SED dist: 5.51649538675944


Epoch 74/1500: Training Loss: 0.5283797443776891		 Val Loss: 0.5931743780771891
             Training MAE: 0.10503149777650833		 Val MAE: 0.10092288255691528
             Algebraic dist: 50.31569505774456		 Val Algebraic dist: 56.371236165364586
             Algebraic sqr dist: 6070.193387681159	  Val Algebraic sqr dist: 7999.298828125
             RE1 dist: 3035.0966938405795		 Val RE1 dist: 3999.6494140625
             SED dist: 4.924838743348053		 Val SED dist: 5.584587097167969


Epoch 75/1500: Training Loss: 0.533030579055565		 Val Loss: 0.5725923379262289
             Training MAE: 0.10383649915456772		 Val MAE: 0.1021796464920044
             Algebraic dist: 49.878124292346016		 Val Algebraic dist: 54.37737528483073
             Algebraic sqr dist: 6008.039855072464	  Val Algebraic sqr dist: 7080.189453125
             RE1 dist: 3004.019927536232		 Val RE1 dist: 3540.0947265625
             SED dist: 4.97832323157269		 Val SED dist: 5.3747202555338545


Epoch 76/1500: Training Loss: 0.5246879467065784		 Val Loss: 0.5735409657160441
             Training MAE: 0.10023754835128784		 Val MAE: 0.10406936705112457
             Algebraic dist: 48.84177210711051		 Val Algebraic dist: 54.74945068359375
             Algebraic sqr dist: 5744.937047101449	  Val Algebraic sqr dist: 7451.619791666667
             RE1 dist: 2872.4685235507245		 Val RE1 dist: 3725.8098958333335
             SED dist: 4.91094041907269		 Val SED dist: 5.380777994791667


Epoch 77/1500: Training Loss: 0.5246862881425498		 Val Loss: 0.5954359372456869
             Training MAE: 0.10175741463899612		 Val MAE: 0.10291717201471329
             Algebraic dist: 49.00291553442029		 Val Algebraic dist: 55.93266805013021
             Algebraic sqr dist: 5744.415760869565	  Val Algebraic sqr dist: 7934.410807291667
             RE1 dist: 2872.2078804347825		 Val RE1 dist: 3967.2057291666665
             SED dist: 4.908321657042572		 Val SED dist: 5.60539182027181


Epoch 78/1500: Training Loss: 0.5229325225387794		 Val Loss: 0.5848018328348795
             Training MAE: 0.0992799624800682		 Val MAE: 0.10330631583929062
             Algebraic dist: 48.60723434669384		 Val Algebraic dist: 52.724761962890625
             Algebraic sqr dist: 5672.121376811594	  Val Algebraic sqr dist: 6818.1640625
             RE1 dist: 2836.060688405797		 Val RE1 dist: 3409.08203125
             SED dist: 4.900209730949955		 Val SED dist: 5.509449005126953


Epoch 79/1500: Training Loss: 0.5299826912257982		 Val Loss: 0.6219739516576132
             Training MAE: 0.0984315350651741		 Val MAE: 0.10019989311695099
             Algebraic dist: 48.03513148211051		 Val Algebraic dist: 55.57267761230469
             Algebraic sqr dist: 5495.476449275362	  Val Algebraic sqr dist: 8089.957682291667
             RE1 dist: 2747.738677536232		 Val RE1 dist: 4044.9788411458335
             SED dist: 4.977728359941123		 Val SED dist: 5.887116114298503


Epoch 80/1500: Training Loss: 0.5298645461814991		 Val Loss: 0.6107725302378336
             Training MAE: 0.09805894643068314		 Val MAE: 0.0949614942073822
             Algebraic dist: 47.895454738451086		 Val Algebraic dist: 54.4421132405599
             Algebraic sqr dist: 5484.133152173913	  Val Algebraic sqr dist: 7594.578125
             RE1 dist: 2742.0665760869565		 Val RE1 dist: 3797.2890625
             SED dist: 4.978645214136096		 Val SED dist: 5.800923029581706


Epoch 81/1500: Training Loss: 0.5275465370952219		 Val Loss: 0.5653964678446451
             Training MAE: 0.09656964242458344		 Val MAE: 0.09099666029214859
             Algebraic dist: 47.777633888134055		 Val Algebraic dist: 50.34596252441406
             Algebraic sqr dist: 5466.979166666667	  Val Algebraic sqr dist: 5858.047526041667
             RE1 dist: 2733.490036231884		 Val RE1 dist: 2929.0237630208335
             SED dist: 4.96310645946558		 Val SED dist: 5.363033930460612


Epoch 82/1500: Training Loss: 0.5253960429758265		 Val Loss: 0.5941232840220133
             Training MAE: 0.09589634090662003		 Val MAE: 0.10024949163198471
             Algebraic dist: 46.85153065557065		 Val Algebraic dist: 52.512664794921875
             Algebraic sqr dist: 5315.707427536232	  Val Algebraic sqr dist: 6931.791666666667
             RE1 dist: 2657.853713768116		 Val RE1 dist: 3465.896484375
             SED dist: 4.946909586588542		 Val SED dist: 5.617535909016927


Epoch 83/1500: Training Loss: 0.5288195402725883		 Val Loss: 0.5994899670282999
             Training MAE: 0.09403247386217117		 Val MAE: 0.09840061515569687
             Algebraic dist: 46.99196812726449		 Val Algebraic dist: 52.37145487467448
             Algebraic sqr dist: 5221.524456521739	  Val Algebraic sqr dist: 7094.827473958333
             RE1 dist: 2610.7622282608695		 Val RE1 dist: 3547.4137369791665
             SED dist: 4.98876024329144		 Val SED dist: 5.684654235839844


Epoch 84/1500: Training Loss: 0.5385297139485677		 Val Loss: 0.5741587082544962
             Training MAE: 0.09459710866212845		 Val MAE: 0.0867488756775856
             Algebraic dist: 47.27184881680254		 Val Algebraic dist: 50.01023864746094
             Algebraic sqr dist: 5341.326992753623	  Val Algebraic sqr dist: 5293.69140625
             RE1 dist: 2670.663722826087		 Val RE1 dist: 2646.845703125
             SED dist: 5.085540771484375		 Val SED dist: 5.469973246256511


Epoch 85/1500: Training Loss: 0.5414429816646852		 Val Loss: 0.6323008934656779
             Training MAE: 0.09232483804225922		 Val MAE: 0.09853612631559372
             Algebraic dist: 46.76295360620471		 Val Algebraic dist: 55.55555725097656
             Algebraic sqr dist: 5206.38768115942	  Val Algebraic sqr dist: 8148.552734375
             RE1 dist: 2603.19384057971		 Val RE1 dist: 4074.2763671875
             SED dist: 5.126038039939991		 Val SED dist: 6.006980260213216


Epoch 86/1500: Training Loss: 0.5374963732733242		 Val Loss: 0.5492814779281616
             Training MAE: 0.09220783412456512		 Val MAE: 0.09205010533332825
             Algebraic dist: 46.4128028759058		 Val Algebraic dist: 49.38469441731771
             Algebraic sqr dist: 5154.069293478261	  Val Algebraic sqr dist: 5738.6328125
             RE1 dist: 2577.034420289855		 Val RE1 dist: 2869.31640625
             SED dist: 5.087854800016983		 Val SED dist: 5.198026974995931


Epoch 87/1500: Training Loss: 0.5316786282304404		 Val Loss: 0.6557865937550863
             Training MAE: 0.09255261719226837		 Val MAE: 0.09187532216310501
             Algebraic dist: 46.208531476449274		 Val Algebraic dist: 53.823140462239586
             Algebraic sqr dist: 5115.311141304348	  Val Algebraic sqr dist: 7689.63671875
